
> @ by-mechanism /Users/mmontgomery/dev/boardgames/board-games-analytics
> ts-node ./src/retrieve-games-by-mechanism

https://boardgamegeek.com/boardgame/280856/crossroll-hong-kong,280856,12780,"Crossroll Hong Kong",2019
https://boardgamegeek.com/boardgame/363718/kyudo,363718,12854,"Kyudo",2022
https://boardgamegeek.com/boardgame/335736/yokohama-roll-and-write,335736,12924,"Yokohama Roll & Write",2021
https://boardgamegeek.com/boardgame/315219/black-it-out,315219,12939,"Black It Out",2020
https://boardgamegeek.com/boardgame/222798/pencil-park,222798,13075,"Pencil Park",2017
https://boardgamegeek.com/boardgame/367246/the-blob-that-ate-the-city,367246,13130,"The Blob that Ate the City",2022
https://boardgamegeek.com/boardgame/375322/tiny-mini-golf,375322,13168,"Tiny Mini Golf",2023
https://boardgamegeek.com/boardgame/283790/truck-off-the-food-truck-frenzy-roll-and-write,283790,13186,"Truck Off: The Food Truck Frenzy Roll And Write",2019
https://boardgamegeek.com/boardgame/402205/sixto,402205,13284,"Sixto",2023
https://boardgamegeek.com/boardgame/382217/colour-square,382217,13321,"Colour Square",2023
https://boardgamegeek.com/boardgame/275188/cat-sudoku,275188,13366,"Cat Sudoku",2019
https://boardgamegeek.com/boardgame/211810/sweets-stack,211810,13465,"Sweets Stack",2016
https://boardgamegeek.com/boardgame/351651/retrograde,351651,13476,"Retrograde",2023
https://boardgamegeek.com/boardgame/205790/doodle-china,205790,13500,"Doodle China",2016
https://boardgamegeek.com/boardgame/263175/torpedo-dice,263175,13566,"Torpedo Dice",2021
https://boardgamegeek.com/boardgame/357465/dice-cup,357465,13568,"Dice Cup",2022
https://boardgamegeek.com/boardgame/313274/alhambra-roll-and-write,313274,13761,"Alhambra: Roll & Write",2020
https://boardgamegeek.com/boardgame/251153/alpenzian,251153,13869,"Alpenzian",2018
https://boardgamegeek.com/boardgame/133620/yay,133620,13917,"Yay!",2012
https://boardgamegeek.com/boardgame/316760/assault-on-the-marmot-king,316760,13940,"Assault on the Marmot King",2020
https://boardgamegeek.com/boardgame/357674/gimme-that,357674,13944,"Gimme That!",2022
https://boardgamegeek.com/boardgame/367469/ghosts-love-candy-too-roll-and-fright,367469,14073,"Ghosts Love Candy Too Roll and Fright",2022
https://boardgamegeek.com/boardgame/255697/penk,255697,14128,"Penk!",2018
https://boardgamegeek.com/boardgame/381826/pick-a-pen-reefs,381826,14134,"Pick a Pen: Reefs",2023
https://boardgamegeek.com/boardgame/336212/pletrix,336212,14259,"Pletrix",2021
https://boardgamegeek.com/boardgame/367521/dice-colony,367521,14318,"Dice Colony",2022
https://boardgamegeek.com/boardgame/45020/agricola-express,45020,14432,"Agricola Express",2009
https://boardgamegeek.com/boardgame/223330/star-maps,223330,14448,"Star Maps",2017
https://boardgamegeek.com/boardgame/396649/at-the-office,396649,14482,"At the Office",2023
https://boardgamegeek.com/boardgame/357258/deole,357258,14564,"Déole",2022
https://boardgamegeek.com/boardgame/42361/pocket-dungeon,42361,14719,"Pocket Dungeon",2009
https://boardgamegeek.com/boardgame/350759/vault-a-solitaire-dice-game,350759,14720,"Vault: A Solitaire Dice Game",2021
https://boardgamegeek.com/boardgame/404544/dangerous-space-core-set,404544,14772,"Dangerous Space: Core Set",2024
https://boardgamegeek.com/boardgame/298705/animal-rescue,298705,14976,"Animal Rescue",2020
https://boardgamegeek.com/boardgame/375209/space-alone,375209,15059,"Space Alone",2023
https://boardgamegeek.com/boardgame/359961/pentaquest,359961,15127,"Pentaquest",2022
https://boardgamegeek.com/boardgame/349767/aban,349767,15132,"Aban!",2022
https://boardgamegeek.com/boardgame/2402/ghoulash,2402,15233,"Ghoulash",2001
https://boardgamegeek.com/boardgame/398996/panda-royale,398996,15313,"Panda Royale",2024
https://boardgamegeek.com/boardgame/310385/tanuki-matsuri,310385,15472,"Tanuki Matsuri",2020
https://boardgamegeek.com/boardgame/329613/paper-app-dungeon,329613,15481,"Paper App Dungeon",2024
https://boardgamegeek.com/boardgame/401217/cascadito,401217,15509,"Cascadito",2024
https://boardgamegeek.com/boardgame/307172/kingdom-maps,307172,15686,"Kingdom Maps",2020
https://boardgamegeek.com/boardgame/265293/space-worm,265293,15766,"Space Worm",2020
https://boardgamegeek.com/boardgame/287198/ka-pai,287198,15774,"Ka Pai",2019
https://boardgamegeek.com/boardgame/349161/captains-war,349161,15938,"Captains' War",2022
https://boardgamegeek.com/boardgame/325507/roruraito-fu-hao-roll-write-daifugo,325507,16020,"ロールライト⚅富豪 (Roll Write Daifugō)",2020
https://boardgamegeek.com/boardgame/385417/walking-in-burano-roll-and-write,385417,16030,"Walking in Burano: Roll & Write",2023
https://boardgamegeek.com/boardgame/366900/stampfarm,366900,16138,"Stampfarm",2023
https://boardgamegeek.com/boardgame/307532/coast-to-coast,307532,16168,"Coast to Coast",2020
https://boardgamegeek.com/boardgame/279477/madrino,279477,16181,"Madrino",2019
https://boardgamegeek.com/boardgame/326943/paleontologists-snowman-edition,326943,16262,"Paleontologists: Snowman Edition",2020
https://boardgamegeek.com/boardgame/308720/super-dice-heroes,308720,16294,"Super Dice Heroes",2020
https://boardgamegeek.com/boardgame/381825/pick-a-pen-crypts,381825,16371,"Pick a Pen: Crypts",2023
https://boardgamegeek.com/boardgame/227468/ancient-artifacts,227468,16496,"Ancient Artifacts",2017
https://boardgamegeek.com/boardgame/388394/the-choice,388394,16580,"The Choice",2023
https://boardgamegeek.com/boardgame/296353/color-it,296353,16635,"Color It!",2020
https://boardgamegeek.com/boardgame/162974/chroma-cubes,162974,16637,"Chroma Cubes",2014
https://boardgamegeek.com/boardgame/351903/giftbringer,351903,16650,"Giftbringer",2021
https://boardgamegeek.com/boardgame/313750/personal-space,313750,16724,"Personal Space",2020
https://boardgamegeek.com/boardgame/89972/15,89972,16912,"15",2011
https://boardgamegeek.com/boardgame/328484/abszolut-megvadult-betuk,328484,17003,"Abszolút megvadult betűk",2020
https://boardgamegeek.com/boardgame/286310/blokus-dice-game,286310,17050,"Blokus Dice Game",2019
https://boardgamegeek.com/boardgame/344614/floor-plan-the-winchester-mystery-house,344614,17200,"Floor Plan: The Winchester Mystery House",2022
https://boardgamegeek.com/boardgame/331416/lots-filled-in,331416,17203,"LOTS: Filled In",2022
https://boardgamegeek.com/boardgame/373793/mary-shelleys-dream,373793,17330,"Mary Shelley's Dream",2022
https://boardgamegeek.com/boardgame/307250/thru-the-appalachian,307250,17391,"Thru the Appalachian",2020
https://boardgamegeek.com/boardgame/369803/the-belgian-beers-race-dice,369803,17395,"The Belgian Beers Race Dice",2023
https://boardgamegeek.com/boardgame/355636/sailorman-dice,355636,17414,"Sailorman Dice",2022
